name1,name2,r2
ABB.NS.csv,HINDUNILVR.NS.csv,0.04631488073076384
ACC.NS.csv,BOSCHLTD.NS.csv,0.17181149755815794
ADANIPORTS.NS.csv,BAJAJFINSV.NS.csv,0.09443987910818241
ADANIPORTS.NS.csv,BEL.NS.csv,0.1121750112492178
ADANIPORTS.NS.csv,BPCL.NS.csv,0.09990880952287295
ADANIPORTS.NS.csv,CADILAHC.NS.csv,0.08327022622359526
ADANIPORTS.NS.csv,DABUR.NS.csv,0.06366771269601479
ADANIPORTS.NS.csv,DRREDDY.NS.csv,0.042316855259536545
ADANIPORTS.NS.csv,HCLTECH.NS.csv,0.0684796077999077
ADANIPORTS.NS.csv,HINDALCO.NS.csv,0.1542726440366684
ADANIPORTS.NS.csv,HINDPETRO.NS.csv,0.1676602465437116
ADANIPORTS.NS.csv,IOC.NS.csv,0.12729344558606326
ADANIPORTS.NS.csv,MRF.NS.csv,0.06345889957560757
ADANIPORTS.NS.csv,PETRONET.NS.csv,0.11095723141331404
ADANIPORTS.NS.csv,PFC.NS.csv,0.15622210957931804
ADANIPORTS.NS.csv,POWERGRID.NS.csv,0.07003718512031687
ADANIPORTS.NS.csv,RECLTD.NS.csv,0.09135330839948941
ADANIPORTS.NS.csv,SBIN.NS.csv,0.202877360520076
AMBUJACEM.NS.csv,BOSCHLTD.NS.csv,0.19963526924885122
AMBUJACEM.NS.csv,SRTRANSFIN.NS.csv,0.17121335226482626
ASHOKLEY.NS.csv,BHARTIARTL.NS.csv,0.08914431916596233
ASHOKLEY.NS.csv,CIPLA.NS.csv,0.03830318975281877
ASHOKLEY.NS.csv,DABUR.NS.csv,0.05835102316688434
ASHOKLEY.NS.csv,GLENMARK.NS.csv,0.11889041878862072
ASHOKLEY.NS.csv,IDEA.NS.csv,0.05072339513036894
ASHOKLEY.NS.csv,INFRATEL.NS.csv,0.04616690662836964
ASHOKLEY.NS.csv,INFY.NS.csv,0.03295375366152098
ASHOKLEY.NS.csv,TCS.NS.csv,0.05211379828650009
ASHOKLEY.NS.csv,WIPRO.NS.csv,0.04027458384075
BAJAJFINSV.NS.csv,CADILAHC.NS.csv,0.12353580576062628
BAJAJFINSV.NS.csv,ICICIBANK.NS.csv,0.07583325213581882
BAJAJFINSV.NS.csv,IOC.NS.csv,0.11488517129565168
BAJAJFINSV.NS.csv,RECLTD.NS.csv,0.07908335081640461
BAJAJFINSV.NS.csv,RELIANCE.NS.csv,0.05442955432301522
BAJAJFINSV.NS.csv,SBIN.NS.csv,0.11713092214660115
BAJAJFINSV.NS.csv,SUNTV.NS.csv,0.0851634903824443
BAJAJFINSV.NS.csv,YESBANK.NS.csv,0.13578583928902255
BAJFINANCE.NS.csv,BRITANNIA.NS.csv,0.15214710076914728
BAJFINANCE.NS.csv,CADILAHC.NS.csv,0.10732879793371253
BAJFINANCE.NS.csv,COLPAL.NS.csv,0.09966119427659026
BAJFINANCE.NS.csv,CUMMINSIND.NS.csv,0.13016709985219765
BAJFINANCE.NS.csv,HAVELLS.NS.csv,0.19026381038942253
BAJFINANCE.NS.csv,HDFC.NS.csv,0.18266809482277035
BAJFINANCE.NS.csv,IBULHSGFIN.NS.csv,0.14132466393793952
BAJFINANCE.NS.csv,MARICO.NS.csv,0.14538912987160568
BANKBARODA.NS.csv,BEL.NS.csv,0.14437139347276895
BANKBARODA.NS.csv,BHARTIARTL.NS.csv,0.07672871246230417
BANKBARODA.NS.csv,BHEL.NS.csv,0.21599222438149246
BANKBARODA.NS.csv,BPCL.NS.csv,0.08250466414714919
BANKBARODA.NS.csv,BRITANNIA.NS.csv,0.07430011279255655
BANKBARODA.NS.csv,CADILAHC.NS.csv,0.07351897929133855
BANKBARODA.NS.csv,COALINDIA.NS.csv,0.07230093985660224
BANKBARODA.NS.csv,COLPAL.NS.csv,0.0599047349280033
BANKBARODA.NS.csv,CONCOR.NS.csv,0.06081740832336102
BANKBARODA.NS.csv,CUMMINSIND.NS.csv,0.11945086442380637
BANKBARODA.NS.csv,DABUR.NS.csv,0.041058713315348494
BANKBARODA.NS.csv,DLF.NS.csv,0.18684092649120765
BANKBARODA.NS.csv,DRREDDY.NS.csv,0.08410518725274829
BANKBARODA.NS.csv,EICHERMOT.NS.csv,0.05308872128001341
BANKBARODA.NS.csv,GAIL.NS.csv,0.11051083369271186
BANKBARODA.NS.csv,GLAXO.NS.csv,0.05411965301309474
BANKBARODA.NS.csv,HAVELLS.NS.csv,0.10797725492789345
BANKBARODA.NS.csv,HCLTECH.NS.csv,0.041990890229061106
BANKBARODA.NS.csv,HDFC.NS.csv,0.08920390252547006
BANKBARODA.NS.csv,HDFCBANK.NS.csv,0.10851977457267692
BANKBARODA.NS.csv,HEROMOTOCO.NS.csv,0.0768897762510824
BANKBARODA.NS.csv,HINDALCO.NS.csv,0.16979219485943975
BANKBARODA.NS.csv,HINDPETRO.NS.csv,0.10086642542063862
